eom,ic_pearson,ic_spearman,best_alpha,n_nonzero,n_train,n_features,scoring_year,train_end_year,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
2003-11-30,-0.021435970336928425,-0.04104127484397966,0.00036817436714453805,4,903912,50,2003,2002,0.023810992346021062,0.044032549082795656,-0.020221556736774594,-0.021396974357244563,0.5877088102349838,266,266,2662
2003-12-31,0.07204725830789079,0.04988820950095407,0.00036817436714453805,4,903912,50,2003,2002,0.03885274330613455,0.022531329586871922,0.01632141371926263,0.015576966545493448,0.37222358688458973,267,267,2674
2004-01-31,-0.035708563943767584,-0.04193482717010386,0.0004299942697221978,6,950329,44,2004,2003,0.01650440188798015,0.02274813762460339,-0.006243735736623242,-0.007293474235011293,0.5248692491940257,272,272,2720
2004-02-29,-0.018675663948600155,-0.029354128512308512,0.0004299942697221978,6,950329,44,2004,2003,-0.00013068372468466182,0.0018630015798904189,-0.0019936853045750807,-0.0026270749391618317,0.31669481729337556,271,271,2717
2004-03-31,-0.023344821868899246,-0.024135790196574497,0.0004299942697221978,6,950329,44,2004,2003,-0.0640450498193521,-0.039004478409860564,-0.025040571409491542,-0.025779046937827396,0.3692377641679261,271,271,2717
2004-04-30,0.0403440308736661,0.028479823760469085,0.0004299942697221978,6,950329,44,2004,2003,0.027081704877226657,0.010146272413469,0.016935432463757658,0.015532755698306425,0.7013383827256165,267,267,2674
2004-05-31,0.07715286509078821,0.045024187485219816,0.0004299942697221978,6,950329,44,2004,2003,0.03657211295971763,0.019336699392383097,0.01723541356733453,0.01645506492080097,0.3901743232667815,266,266,2661
2004-06-30,-0.007636686871375669,-0.0522593410714262,0.0004299942697221978,6,950329,44,2004,2003,-0.042800026596074923,-0.04940351362777699,0.00660348703170207,0.0059809009328117176,0.3112930494451759,267,267,2675
2004-07-31,-0.04989894569500205,-0.07537388111650706,0.0004299942697221978,6,950329,44,2004,2003,-0.006416344427813161,0.016621584854823568,-0.02303792928263673,-0.024221701623233748,0.5918861702985103,263,263,2633
2004-08-31,0.03517630323947199,0.017426881334645365,0.0004299942697221978,6,950329,44,2004,2003,0.04319358448110465,0.047086763649392974,-0.0038931791682883243,-0.0047479876295428245,0.4274042306272502,262,262,2624
2004-09-30,0.0007599765899219456,-0.006020649383357317,0.0004299942697221978,6,950329,44,2004,2003,0.016425830896634543,0.010934425859678729,0.005491405036955815,0.004854702834712752,0.31835110112153137,263,263,2637
2004-10-31,0.005426737433388455,-0.0027196325087740277,0.0004299942697221978,6,950329,44,2004,2003,0.06606899727731799,0.06484681719407218,0.0012221800832458163,1.0956231055519886e-05,0.6056119260951481,264,264,2645
2004-11-30,-0.021616807434380273,-0.02777064348698919,0.0004299942697221978,6,950329,44,2004,2003,0.03325977973479112,0.027821095029669098,0.0054386847051220225,0.004637484738673037,0.4005999832244931,269,269,2691
