feature,gain,gain_norm,weight,cover
f108,2.2822554059195936,0.0032420709085540815,6.105263157894737,108991.33999151933
f131,2.265172634575818,0.0032906034197177,5.90990990990991,85842.56136617574
f175,2.2607676080755286,0.00340897290459233,7.783783783783784,66130.1009399139
f145,2.248731874502622,0.003036581207329854,5.068376068376068,59413.24031627687
f137,2.24130031367143,0.0030810904499201375,6.058333333333334,72133.66272583007
f327,2.2402670872517123,0.0026241563399339077,22.76923076923077,148410.6026642628
f168,2.2386218388875325,0.0030893409356312226,6.158333333333333,55475.17758026123
f7,2.232634422183037,0.0030788790668046474,7.725,49178.80419209798
f5,2.2159180959065754,0.0030073333746942826,13.108333333333334,133348.11814460755
f2,2.2155929813782373,0.0032286678810786577,4.225,76743.42557576498
f19,2.2092799335718154,0.0031260031260613103,19.075,211839.47903645836
f193,2.201924580794114,0.0032339888315616825,9.085470085470085,79747.30173225077
f239,2.186138556553767,0.0031679216568444614,7.529914529914531,92047.45322203025
f135,2.1837070534626646,0.002932878763257285,5.316666666666666,62384.67131843567
f167,2.1750323504209517,0.0029882164014986353,6.533333333333333,61731.63401266733
f171,2.169573087441294,0.0031172883564268947,7.719298245614034,48466.603072317026
f133,2.1532925566037497,0.003067321361730726,5.482456140350878,67626.1701965332
f126,2.143284472135397,0.003097438640393264,5.786324786324786,72294.91686731322
f123,2.1295285041515646,0.0030830296108028976,7.547008547008547,77858.63555647369
f51,2.1183873414993286,0.0027994099246457,10.25,89770.01419347127
f162,2.114047282271915,0.0030087375487221303,6.185185185185185,63153.70325166208
f154,2.108843612874675,0.0028595095723375564,5.658119658119658,69275.60952797915
f63,2.1083288841080248,0.00303342075045655,10.833333333333334,173271.7289011102
f159,2.1016303062438966,0.0027463736309254723,4.708333333333334,56682.674975776674
f152,2.101457427938779,0.002824517970376763,5.408333333333333,64333.174047342945
f40,2.1007351408402126,0.0028616711534228973,12.525,128395.64921671551
f52,2.0995406081279118,0.0028567038507392125,9.875,95681.324349912
f198,2.0943046034428114,0.0031327089955222286,6.184210526315789,73106.47447552597
f189,2.087944569888416,0.003107792379175,11.198198198198197,76859.51310166367
f53,2.0793567419052126,0.002832240633468775,6.9,61324.27660140991
f106,2.076850327849388,0.0029606606450826274,5.575,65246.586382166555
f48,2.074459622048924,0.0029115360280023437,7.102564102564102,72146.31737863916
f38,2.0664925863345465,0.0027915289175286574,12.85,110601.00367177327
f110,2.056398139711012,0.002927482544982721,7.043859649122807,79664.24318761993
f165,2.0553798746858907,0.002874243740697718,7.0,64462.04895854201
f61,2.055344376464685,0.002841736751275155,8.675,92403.87020187378
f195,2.054777652025223,0.0029337049710497264,8.192982456140351,61379.79358820329
f146,2.044692313461973,0.0028011169165759893,6.157894736842105,65319.31695369253
f118,2.0395397151771344,0.0029830553809165185,5.885964912280701,69949.47637122974
f107,2.032944875851012,0.0029915419000044055,7.517543859649123,106701.18199612801
f119,2.0318843826913,0.00305196662913645,6.7105263157894735,69195.03477504799
f128,2.0309115678836136,0.0029564586683162716,5.735042735042735,62252.60906956339
f341,2.019498149553935,0.0024384659570301,9.5,147204.4544270833
f112,2.0165523728753767,0.0029686167193728693,5.213675213675214,57436.54311638205
f194,2.01502820263561,0.0029182471881866665,7.316239316239316,70415.25944792919
f170,2.013169374068578,0.0028236407121498774,5.95,54683.507174682614
f197,2.0117062727610273,0.0029834282119436946,8.045045045045045,66016.6995530687
f132,2.010988245662461,0.002853350122461933,5.299145299145299,66095.78988060585
f158,2.008133137327993,0.0027188759091004333,5.726495726495727,82296.28279452854
f172,2.0063611530421075,0.0028571295185659184,5.482456140350878,42653.43238241631
f335,2.002679739679609,0.002376743570977557,25.047619047619044,124022.05731273834
f130,2.002111054303353,0.0028660259897371103,5.447368421052632,65994.55279915793
f50,2.0014755974213285,0.0027364855006724,6.633333333333333,56602.398250325525
f178,2.000817650403732,0.0029750057541136975,5.333333333333333,43004.925886105266
f127,1.9953618767084902,0.002947053884108825,6.333333333333333,56377.84690645006
f42,1.9943350354830425,0.002760223237564295,5.05,44702.64643554688
f121,1.9935235447353785,0.0029565569988663333,5.923076923076923,54804.152216463
f161,1.9867584255703707,0.002685093911143263,6.333333333333333,67524.94631958008
f338,1.9833015124003093,0.0024069418297137596,21.133333333333333,198801.12890625
f46,1.980139902004829,0.0027563907397674947,6.717948717948718,61773.01644297542
f35,1.9791919877131778,0.002754153883372175,15.491666666666665,104919.01552937824
f143,1.975547844903511,0.002770352586925134,5.614035087719299,59904.43548691065
f337,1.972148709826999,0.00236993120387935,18.333333333333332,164712.28700086803
f125,1.9711039134284905,0.002892169171841021,6.06140350877193,50095.8802055225
f191,1.9616533273305647,0.0029013957872869025,10.41025641025641,97912.39013567542
f138,1.9603577251108284,0.0027075202634657897,6.982905982905982,75370.64126032642
f183,1.9591375106089823,0.0029557987174460027,8.027027027027026,59987.93042102161
f39,1.950575475891431,0.002661697527545285,8.808333333333334,77501.73526674906
f17,1.9503581543763477,0.0027029653591247524,11.6,121370.9700744629
f164,1.9494784181578115,0.00270795474343125,5.93859649122807,53339.96460389255
f56,1.9461201161146164,0.0026433606436330253,5.816666666666666,50715.163792673746
