eom,ic_pearson,ic_spearman,best_iteration,n_train,n_features,scoring_year,train_end_year,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
1988-08-31,0.03391588419094816,0.04295172239401273,2,213202,80,1988,1987,0.043802297961092085,0.02135537054525962,0.022446927415832464,0.020715474607076886,0.865726404377788,197,197,1977
1988-09-30,0.10887200178388477,0.1168447569512078,2,213202,80,1988,1987,0.0037767008191907205,-0.03254696941049928,0.036323670229690005,0.03433387268731909,0.9948987711854567,200,200,2001
1988-10-31,0.07312068221745494,0.05233244719195075,2,213202,80,1988,1987,-0.036031359975808294,-0.039895274928920615,0.0038639149531123212,0.0022648065198638085,0.7995542166242564,199,199,1991
1988-11-30,-0.03849646443224883,-0.048067183263812596,2,213202,80,1988,1987,0.013274474836989788,0.054249574975017284,-0.04097510013802749,-0.042295471674738225,0.6601857683553645,198,198,1985
1988-12-31,0.051370904403668906,0.037463268169058546,2,213202,80,1988,1987,0.06210843814203301,0.057077523449343165,0.005030914692689847,0.0036289832685070713,0.7009657120913879,199,199,1992
1989-01-31,-0.02966971617606262,-0.01629458837672287,1,248148,81,1989,1988,-0.005129502329674664,0.0034888513492769514,-0.008618353678951616,-0.011267332613157988,1.3244894671031862,203,203,2030
1989-02-28,0.0680750606213714,0.06632631129611719,1,248148,81,1989,1988,0.011611931851755247,-0.001095526258960886,0.012707458110716132,0.011361546484967401,0.6729558128743656,202,202,2025
1989-03-31,0.02371891833463008,0.03487438414240389,1,248148,81,1989,1988,0.03863355368184631,0.04578179542068475,-0.0071482417388384414,-0.00873935725349062,0.7955577573260891,204,204,2040
1989-04-30,-0.03265985447322608,-0.006801483210767737,1,248148,81,1989,1988,0.03159111907001645,0.036796738420651925,-0.005205619350635474,-0.007098179968789883,0.9462803090772045,204,204,2043
1989-05-31,0.028811972883091064,-0.010124276970938836,1,248148,81,1989,1988,-0.017214535652240057,-0.010421484241193687,-0.00679305141104637,-0.008432392209998104,0.8196703994758668,204,204,2048
1989-06-30,0.0019000236102092356,-0.0049938268094022525,1,248148,81,1989,1988,0.045861671114064514,0.02142121250909279,0.024440458604971724,0.023022775735739194,0.7088414346162643,204,204,2044
1989-07-31,0.007885009773147943,0.03613408584410058,1,248148,81,1989,1988,0.026626732267473148,0.028802453399833866,-0.002175721132360718,-0.004222498150536635,1.0233885090879586,205,205,2055
1989-08-31,8.01803440464448e-05,0.002119091965232442,1,248148,81,1989,1988,-0.015872858467115003,-0.025586367351668703,0.0097135088845537,0.008277653998695705,0.717927442928997,204,204,2046
1989-09-30,-0.010010363964270505,-0.037084797697751096,1,248148,81,1989,1988,-0.07541549570771192,-0.06596712158227874,-0.009448374125433173,-0.010923635484249215,0.7376306794080207,205,205,2051
1989-10-31,-0.01794794994777516,0.0016239288990129348,1,248148,81,1989,1988,-0.0071064803462083485,-0.005705526472547914,-0.0014009538736604347,-0.0029938847924354263,0.7964654593874958,203,203,2031
1989-11-30,-0.015459911727681241,-0.0014261445956608378,1,248148,81,1989,1988,-0.01578060748035639,0.013790256018781793,-0.02957086349913818,-0.031185999994398906,0.8075682476303618,203,203,2030
1989-12-31,0.08977850003772639,0.07184419813860748,1,248148,81,1989,1988,-0.07487698679533904,-0.1081524895533745,0.033275502758035466,0.031931178807344716,0.6721619753453745,202,202,2025
1990-01-31,0.026305698049752437,0.03292295141660463,3,283891,81,1990,1989,0.02983407778608652,0.018413439618705993,0.011420638167380526,0.008285145265523222,1.567746450928652,199,199,1993
1990-02-28,0.006155415096525293,0.03291546217962905,3,283891,81,1990,1989,0.026100180657107223,0.02731193378628407,-0.0012117531291768457,-0.0026740743907064614,0.7311606307648078,198,198,1986
1990-03-31,-0.010803922995266703,-0.03802572787314759,3,283891,81,1990,1989,-0.051220296078212324,-0.04412790778086596,-0.007092388297346361,-0.00850166649307205,0.7046390978628441,200,200,2002
1990-04-30,-0.04590398691819936,-0.01972350407517691,3,283891,81,1990,1989,0.07814984251571924,0.0955245024391353,-0.017374659923416053,-0.019506144288061217,1.0657421823225819,198,198,1984
1990-05-31,-0.021262998305228792,3.043260935195301e-05,3,283891,81,1990,1989,-0.0035312067816586096,-0.006358979607326535,0.0028277728256679256,0.0011855374623082247,0.8211176816798504,200,200,2009
1990-06-30,-0.03249492840853495,-0.02772232228763289,3,283891,81,1990,1989,-0.05255414804207674,-0.027946176518993567,-0.024607971523083173,-0.02618960553349329,0.7908170052050583,201,201,2017
1990-07-31,-0.02538111935870229,-0.04590501408247256,3,283891,81,1990,1989,-0.1300995652636294,-0.11665738696410617,-0.013442178299523225,-0.015447639787336737,1.0027307439067563,199,199,1996
1990-08-31,-0.04648705449588426,-0.06338704208360084,3,283891,81,1990,1989,-0.1032823767528169,-0.07165498580576066,-0.031627390947056244,-0.03322047074263311,0.7965398977884317,192,192,1928
1990-09-30,0.029175918803399276,0.03892436719363212,3,283891,81,1990,1989,-0.06526583436834422,-0.055316136377515104,-0.00994969799082912,-0.011331208571998866,0.6907552905848727,187,187,1872
1990-10-31,0.059892550558933846,0.08872934448842078,3,283891,81,1990,1989,0.10328593597228586,0.07740105751841417,0.02588487845387169,0.023903636254795437,0.9906210995381268,181,181,1813
1990-11-30,0.0886661547340889,0.111561351965387,3,283891,81,1990,1989,0.06257492472066398,0.029158828848442446,0.03341609587222153,0.03155707281225141,0.9295115299850608,182,182,1820
